DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,IPIRÁ,Caatinga,21,0.0,1.0,21.7,-12.17598,-39.7739
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,4,0.0,1.0,26.1,-8.33496,-36.79731
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CÁSSIA,Cerrado,0,0.27,0.03,36.0,-10.86525,-44.28284
2025/01/01 16:52:00,AQUA_M-T,Brasil,ALAGOAS,BRANQUINHA,Mata Atlântica,28,0.0,1.0,11.8,-9.21213,-36.03269
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,SANTA BRÍGIDA,Caatinga,17,0.0,1.0,18.1,-9.72017,-38.24899
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,RIO TINTO,Mata Atlântica,24,0.0,1.0,35.8,-6.64173,-35.09876
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,REMANSO,Caatinga,0,0.0,1.0,36.8,-9.81855,-42.2477
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,JACARAÚ,Mata Atlântica,18,0.0,0.99,9.3,-6.5646,-35.19791
2025/01/01 16:52:00,AQUA_M-T,Brasil,SERGIPE,ITABAIANA,Mata Atlântica,29,0.0,1.0,11.6,-10.59573,-37.4786
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,MAMANGUAPE,Mata Atlântica,17,0.0,0.98,15.4,-6.5633,-35.18902
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,BONITO DE SANTA FÉ,Caatinga,4,0.0,1.0,17.4,-7.25636,-38.53855
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,SANTO ANTÔNIO DE JESUS,Mata Atlântica,15,0.0,1.0,13.1,-13.00736,-39.29563
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,DORMENTES,Caatinga,12,0.0,1.0,35.4,-8.48533,-40.36958
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,RIO TINTO,Mata Atlântica,24,0.0,1.0,12.0,-6.64303,-35.10764
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,PESQUEIRA,Caatinga,4,0.0,1.0,22.4,-8.33628,-36.80675
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,TIMBAÚBA,Mata Atlântica,60,0.0,1.0,12.3,-7.54962,-35.31545
2025/01/01 16:52:00,AQUA_M-T,Brasil,PIAUÍ,ALVORADA DO GURGUÉIA,Cerrado,3,0.88,0.15,49.3,-8.39686,-44.14182
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,BUÍQUE,Caatinga,4,0.3,1.0,10.8,-8.63732,-36.97939
2025/01/01 16:52:00,AQUA_M-T,Brasil,BAHIA,ENTRE RIOS,Mata Atlântica,-999,0.0,0.98,41.7,-12.30563,-37.88069
2025/01/01 16:52:00,AQUA_M-T,Brasil,PIAUÍ,ALVORADA DO GURGUÉIA,Cerrado,3,0.97,0.28,45.2,-8.39164,-44.13784
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,SOLIDÃO,Caatinga,19,0.0,1.0,77.7,-7.59931,-37.71227
2025/01/01 16:52:00,AQUA_M-T,Brasil,SERGIPE,PIRAMBU,Mata Atlântica,-999,0.0,-999.0,12.9,-10.73127,-36.85509
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,SOLIDÃO,Caatinga,18,0.0,1.0,24.7,-7.60073,-37.7223
2025/01/01 16:52:00,AQUA_M-T,Brasil,PERNAMBUCO,CAPOEIRAS,Caatinga,16,0.0,1.0,15.3,-8.70136,-36.58537
2025/01/01 16:52:00,AQUA_M-T,Brasil,PARAÍBA,ALHANDRA,Mata Atlântica,-999,0.0,1.0,9.1,-7.28188,-34.93212
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,0,0.53,1.0,43.1,-2.50743,-45.72027
2025/01/01 16:54:00,AQUA_M-T,Brasil,PIAUÍ,MIGUEL ALVES,Caatinga,2,0.0,0.45,36.5,-4.12905,-42.70279
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,BEBERIBE,Caatinga,23,0.0,1.0,7.4,-4.2142,-38.2126
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,IRACEMA,Caatinga,24,0.0,1.0,20.3,-5.89013,-38.41007
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2,0.1,1.0,83.6,-1.70755,-45.92685
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,IPUEIRAS,Caatinga,17,0.0,1.0,17.3,-4.66979,-40.73789
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,PASSAGEM FRANCA,Cerrado,1,0.0,0.72,38.4,-6.12365,-43.60668
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,ARAIOSES,Cerrado,-999,0.0,0.7,14.3,-3.04597,-41.99903
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,CAMOCIM,Caatinga,-999,0.0,0.93,9.0,-2.88827,-40.56022
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,CASCAVEL,Caatinga,23,0.0,1.0,8.0,-4.09326,-38.32299
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,ITAPIPOCA,Caatinga,24,0.0,1.0,16.7,-3.16536,-39.48454
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2,0.1,1.0,182.0,-1.70269,-45.8938
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,0,0.76,0.9,52.9,-2.51201,-45.75345
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTANA DO MARANHÃO,Cerrado,0,0.1,1.0,24.1,-3.21371,-42.70877
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,PINDORETAMA,Caatinga,23,0.0,1.0,8.2,-4.09183,-38.31304
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,PRESIDENTE MÉDICI,Amazônia,1,0.55,1.0,46.5,-2.36039,-45.85444
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,CAMOCIM,Caatinga,-999,0.0,0.95,267.5,-2.89012,-40.57335
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTO ANTÔNIO DOS LOPES,Cerrado,2,0.0,0.99,41.4,-4.81753,-44.61029
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2,0.1,0.99,171.5,-1.69479,-45.89065
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,ARAIOSES,Caatinga,3,0.0,0.82,28.1,-3.08154,-41.90843
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,TRAIRI,Caatinga,24,0.0,0.95,8.4,-3.31097,-39.49736
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTO ANTÔNIO DOS LOPES,Cerrado,2,0.0,1.0,36.4,-4.81424,-44.60632
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,GRANJA,Caatinga,17,0.0,0.9,22.3,-3.43043,-40.91204
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,CANINDÉ,Caatinga,21,0.0,1.0,17.8,-4.58909,-39.13684
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,CAMOCIM,Caatinga,-999,0.0,0.95,81.0,-2.90078,-40.5718
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,AMAPÁ DO MARANHÃO,Amazônia,2,0.1,1.0,114.2,-1.69939,-45.92373
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,18,0.0,0.99,48.1,-3.43307,-39.42828
2025/01/01 16:54:00,AQUA_M-T,Brasil,MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,0,0.6,0.97,73.7,-2.51461,-45.72639
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,MOMBAÇA,Caatinga,3,0.0,1.0,47.1,-5.86871,-39.94818
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,18,0.0,0.99,9.0,-3.46198,-39.40614
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,TURURU,Caatinga,18,0.0,0.99,33.9,-3.44297,-39.42684
2025/01/01 16:54:00,AQUA_M-T,Brasil,CEARÁ,OCARA,Caatinga,21,0.0,1.0,21.3,-4.4974,-38.43499
2025/01/01 18:28:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,LAGUNA CARAPÃ,Mata Atlântica,7,0.0,1.0,8.0,-22.81363,-54.98573
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAPEZAL,Cerrado,0,0.57,0.03,5.4,-13.12376,-58.92569
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,SAPEZAL,Cerrado,0,0.68,0.04,3.9,-13.12245,-58.91667
2025/01/01 18:30:00,AQUA_M-T,Brasil,RONDÔNIA,COSTA MARQUES,Amazônia,3,3.4,0.09,20.0,-12.4174,-64.00006
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,CÁCERES,Pantanal,6,0.0,0.12,8.5,-16.79758,-57.74429
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,Amazônia,0,0.0,0.67,8.5,-15.35288,-59.48687
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Pantanal,6,0.0,0.5,12.4,-18.48025,-55.26743
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,CÁCERES,Pantanal,6,1.7,0.76,12.2,-16.02049,-57.78682
2025/01/01 18:30:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MUTUM,Cerrado,0,31.69,0.0,10.9,-13.53867,-56.27075
2025/01/01 18:32:00,AQUA_M-T,Brasil,AMAZONAS,MANAQUIRI,Amazônia,0,2.92,0.02,17.4,-3.36507,-60.19377
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,0.71,7.6,4.28606,-60.68285
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,1.0,8.5,3.79705,-60.81691
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,0.5,11.7,4.36692,-60.7008
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,0.53,14.3,4.36915,-60.75119
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,0,0.0,0.7,13.6,3.88237,-60.42154
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,0.46,11.5,4.36605,-60.64056
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,ALTO ALEGRE,Amazônia,0,0.22,0.66,9.3,3.22486,-61.20222
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,CARACARAÍ,Amazônia,1,0.91,0.16,20.9,1.37368,-60.80004
2025/01/01 18:34:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,0,28.46,0.0,23.6,1.52112,-55.859
2025/01/01 18:34:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,0,27.47,0.0,73.7,1.51828,-55.8781
2025/01/01 18:34:00,AQUA_M-T,Brasil,PARÁ,ORIXIMINÁ,Amazônia,0,27.99,0.0,52.2,1.52259,-55.86646
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,0,0.0,0.49,23.0,4.35677,-60.63913
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazônia,0,5.07,0.26,46.9,0.74559,-59.65849
2025/01/01 18:34:00,AQUA_M-T,Brasil,RORAIMA,BOA VISTA,Amazônia,0,0.42,0.07,19.5,2.75263,-60.76152
2025/01/02 17:28:00,AQUA_M-T,Brasil,SÃO PAULO,MAIRINQUE,Mata Atlântica,0,1.01,-999.0,14.6,-23.53573,-47.18161
2025/01/02 17:28:00,AQUA_M-T,Brasil,SÃO PAULO,PALESTINA,Mata Atlântica,0,3.09,0.01,28.1,-20.28594,-49.41796
2025/01/02 17:28:00,AQUA_M-T,Brasil,SÃO PAULO,BEBEDOURO,Cerrado,1,10.33,0.0,13.7,-20.95671,-48.4086
2025/01/02 17:28:00,AQUA_M-T,Brasil,SÃO PAULO,JABOTICABAL,Cerrado,3,15.76,0.0,20.3,-21.28343,-48.32915
2025/01/02 17:28:00,AQUA_M-T,Brasil,RIO DE JANEIRO,MIRACEMA,Mata Atlântica,0,4.7,0.01,2.8,-21.43308,-42.19122
2025/01/02 17:28:00,AQUA_M-T,Brasil,SÃO PAULO,PRESIDENTE VENCESLAU,Mata Atlântica,5,2.53,0.28,34.6,-21.64949,-51.78571
2025/01/02 17:28:00,AQUA_M-T,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlântica,2,9.84,0.0,7.3,-22.26537,-43.5139
2025/01/02 17:28:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlântica,0,0.16,0.07,9.6,-22.93949,-43.72947
2025/01/02 17:28:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlântica,0,0.3,0.0,7.5,-21.23029,-43.8148
2025/01/02 17:28:00,AQUA_M-T,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlântica,0,0.25,0.09,17.5,-22.93027,-43.73093
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,ITAPETINGA,Mata Atlântica,0,1.1,1.0,23.2,-15.20839,-39.94244
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,PIATÃ,Caatinga,2,0.0,0.41,19.5,-13.15487,-41.75979
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,PIATÃ,Caatinga,2,0.02,0.41,110.2,-13.16136,-41.76229
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,VITÓRIA DA CONQUISTA,Mata Atlântica,2,0.0,0.37,27.2,-15.04319,-40.81366
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,PIATÃ,Caatinga,2,0.01,0.41,26.6,-13.17076,-41.76064
2025/01/02 17:30:00,AQUA_M-T,Brasil,BAHIA,PIATÃ,Caatinga,2,0.1,0.39,35.9,-13.15638,-41.76962
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,SÃO JULIÃO,Caatinga,7,0.0,1.0,65.7,-7.12744,-40.85554
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,JATOBÁ,Cerrado,4,3.66,0.61,10.9,-5.86088,-44.44537
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CRISTALÂNDIA DO PIAUÍ,Cerrado,2,0.1,0.18,11.2,-10.70547,-45.01095
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PALMEIRAIS,Caatinga,3,0.0,0.8,41.1,-5.7635,-43.0459
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,LAGOA DO MATO,Caatinga,2,0.0,0.85,15.6,-5.99496,-43.36102
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,QUIXERAMOBIM,Caatinga,26,0.0,1.0,34.7,-5.47579,-39.34495
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,GRAJAÚ,Cerrado,2,0.0,0.22,7.6,-5.84369,-45.52357
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,ITAUEIRA,Caatinga,0,3.27,0.17,35.6,-7.49024,-42.86753
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CANTO DO BURITI,Cerrado,0,0.37,0.15,26.6,-8.1048,-43.46265
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,BELA VISTA DO PIAUÍ,Caatinga,4,2.94,0.27,34.6,-7.90759,-41.96686
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,PASTOS BONS,Cerrado,2,0.0,-999.0,5.7,-6.59176,-44.08985
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PARNAGUÁ,Cerrado,1,0.32,0.14,5.0,-10.34624,-44.64229
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,TAMBORIL DO PIAUÍ,Caatinga,0,0.2,0.22,14.1,-8.50652,-43.00792
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CANTO DO BURITI,Cerrado,0,0.38,0.15,29.4,-8.10335,-43.45298
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,ARARENDÁ,Caatinga,17,0.33,1.0,36.7,-4.72475,-40.66732
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,1,1.32,0.74,11.8,-5.62949,-45.1968
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,SÃO JOÃO DO SOTER,Cerrado,1,0.25,0.68,14.0,-5.05039,-43.95824
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CORRENTE,Cerrado,2,0.0,0.24,37.4,-10.46526,-44.89225
2025/01/02 17:32:00,AQUA_M-T,Brasil,BAHIA,BONITO,Caatinga,30,0.1,1.0,25.2,-11.86673,-41.37583
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,PASSAGEM FRANCA,Cerrado,1,0.0,0.76,19.6,-6.0512,-43.73954
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CORRENTE,Cerrado,2,0.0,0.25,16.8,-10.45642,-44.89359
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,COLINAS,Cerrado,0,1.05,0.36,9.3,-5.89978,-44.0894
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,1,6.17,0.83,8.9,-5.48675,-44.79366
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,JOSELÂNDIA,Cerrado,3,0.86,0.9,31.8,-5.12727,-44.72592
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PAVUSSU,Cerrado,0,0.3,0.04,14.0,-8.03665,-43.4402
2025/01/02 17:32:00,AQUA_M-T,Brasil,BAHIA,SANTA RITA DE CÁSSIA,Cerrado,1,0.26,0.04,92.1,-10.64184,-44.32623
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,TERESINA,Caatinga,2,0.0,0.98,25.2,-5.5559,-42.8913
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,1,4.86,0.23,12.2,-5.6012,-44.87524
2025/01/02 17:32:00,AQUA_M-T,Brasil,PERNAMBUCO,SÃO JOSÉ DO BELMONTE,Caatinga,4,0.0,1.0,285.3,-7.83595,-38.65528
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,TAMBORIL,Caatinga,25,0.27,1.0,37.8,-4.7358,-40.38854
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PIO IX,Caatinga,13,0.0,1.0,28.3,-6.55252,-40.80113
2025/01/02 17:32:00,AQUA_M-T,Brasil,PERNAMBUCO,DORMENTES,Caatinga,15,0.0,1.0,22.5,-8.51032,-40.78423
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,0,3.73,0.16,61.5,-5.65833,-44.82986
2025/01/02 17:32:00,AQUA_M-T,Brasil,PARAÍBA,ITAPORANGA,Caatinga,23,0.0,1.0,33.3,-7.26206,-38.20256
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,BOM JESUS,Cerrado,2,0.0,0.09,15.4,-9.15247,-44.99352
2025/01/02 17:32:00,AQUA_M-T,Brasil,BAHIA,BAIANÓPOLIS,Cerrado,0,3.44,0.03,6.8,-12.46067,-44.45716
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,CRATEÚS,Caatinga,23,0.0,1.0,44.1,-5.21889,-40.73803
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,0,4.31,0.41,10.6,-5.58374,-44.75762
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,CRATEÚS,Caatinga,26,0.0,1.0,36.1,-5.19448,-40.57933
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,FORTUNA,Cerrado,1,0.1,0.84,26.3,-5.74812,-44.00105
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CORRENTE,Cerrado,2,0.1,0.27,11.6,-10.57655,-45.20745
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,NOVA RUSSAS,Caatinga,23,0.88,1.0,49.3,-4.70593,-40.46785
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,AMARANTE,Caatinga,2,0.18,0.94,9.9,-6.25065,-42.80204
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,CAMPOS SALES,Caatinga,23,0.0,1.0,32.2,-6.92814,-40.31806
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PALMEIRAIS,Caatinga,3,0.0,0.73,13.8,-5.76508,-43.0565
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,TAMBORIL,Caatinga,25,0.31,1.0,20.4,-4.7288,-40.37794
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PIO IX,Caatinga,13,0.0,1.0,30.5,-6.55518,-40.80888
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,CODÓ,Cerrado,1,0.41,1.0,28.7,-5.03966,-43.94978
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,TUNTUM,Cerrado,0,3.85,0.56,47.8,-5.65965,-44.83886
2025/01/02 17:32:00,AQUA_M-T,Brasil,CEARÁ,CAMPOS SALES,Caatinga,23,0.0,1.0,25.2,-6.92649,-40.3287
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,1,1.37,0.54,62.3,-5.69701,-45.21737
2025/01/02 17:32:00,AQUA_M-T,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,1,0.61,0.15,16.7,-11.09405,-45.14849
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,SÃO FRANCISCO DO MARANHÃO,Cerrado,5,0.1,0.88,21.1,-6.26494,-43.31066
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,PARNAGUÁ,Cerrado,1,0.5,0.14,8.3,-10.35507,-44.64095
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CURRAIS,Cerrado,0,1.8,0.17,12.5,-8.90736,-44.39554
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,OEIRAS,Caatinga,2,0.0,0.6,16.1,-6.65915,-41.99025
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,BENEDITO LEITE,Cerrado,1,0.47,0.17,6.4,-7.04229,-44.4496
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,COLINAS,Cerrado,0,0.81,0.33,10.2,-5.9639,-44.20799
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,ITAUEIRA,Caatinga,0,3.7,0.16,10.3,-7.49181,-42.87798
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CORRENTE,Cerrado,2,0.1,0.27,12.0,-10.57784,-45.21644
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CALDEIRÃO GRANDE DO PIAUÍ,Caatinga,3,0.0,1.0,42.6,-7.21443,-40.53802
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,1,1.64,0.56,26.9,-5.69571,-45.20848
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,CAXIAS,Cerrado,2,0.0,0.67,40.1,-4.98365,-43.44498
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,BARRA DO CORDA,Cerrado,1,1.18,1.0,13.4,-5.18823,-44.82853
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,CORRENTE,Cerrado,2,0.0,0.26,22.1,-10.46396,-44.88332
2025/01/02 17:32:00,AQUA_M-T,Brasil,PIAUÍ,JARDIM DO MULATO,Caatinga,3,0.0,1.0,13.5,-6.17459,-42.57146
2025/01/02 17:32:00,AQUA_M-T,Brasil,MARANHÃO,FERNANDO FALCÃO,Cerrado,0,5.37,0.01,9.4,-6.38333,-45.55111
2025/01/02 17:34:00,AQUA_M-T,Brasil,PARÁ,PRAINHA,Amazônia,3,0.1,0.07,41.3,-1.54993,-53.80898
2025/01/02 17:34:00,AQUA_M-T,Brasil,PARÁ,BREU BRANCO,Amazônia,1,0.33,0.1,21.4,-3.88041,-49.16645
